Device,Experiment,Plate Name,Plate Position Name,Strain,Genotype,Culturing Temperature,Experiment Temperature,Food Source,Incubator Name,Incubator Column,Incubator Shelf,Event Frequency,Age at Death (d) Raw,Censored,Censored Reason,Event Observation Type,Technique
smile,2010_11_23_ten_n2,smile_b::2,b::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,16.2887,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_b::2,b::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,18.0665,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,6.48314,1,Escaped machine detection,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,6.6498,1,Escaped machine detection,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,7.09425,1,Escaped machine detection,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,7.92758,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,8.6498,1,Escaped machine detection,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,8.70536,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,8.87203,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,9.81647,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,10.6498,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,10.9831,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,10.9831,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,11.0387,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,11.0942,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,11.0942,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,11.872,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,11.9276,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,12.0942,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,12.2054,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,12.4831,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,12.6498,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,13.0942,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,13.5942,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,13.5942,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,13.6498,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,13.7054,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,13.8165,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,14.5387,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,14.7123,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,14.872,0,,Observed Multiple Worm,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,13.0387,0,,Induced Multiple Worm,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,15.4276,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,16.4831,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,17.4831,0,,Observed Multiple Worm,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::2,a::2,N2,CGC Wildtype,25C,25C,OP50,five,R,4,2,13.7609,0,,Induced Multiple Worm,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::3,a::3,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,6.87203,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::3,a::3,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,7.03869,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::3,a::3,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,7.09425,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::3,a::3,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,7.31647,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::3,a::3,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,9.6498,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::3,a::3,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,11.0942,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::3,a::3,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,12.6498,0,,Observed Multiple Worm,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::3,a::3,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,11.879,0,,Induced Multiple Worm,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::3,a::3,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,13.0387,1,Escaped machine detection,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::3,a::3,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,13.1498,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::3,a::3,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,13.372,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::3,a::3,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,13.8165,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::3,a::3,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,15.0942,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::3,a::3,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,15.4276,0,,,Lifespan Machine
smile,2010_11_23_ten_n2,smile_a::3,a::3,N2,CGC Wildtype,25C,25C,OP50,five,R,4,1,16.4831,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,2,2.67619,1,Escaped machine detection,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,3,3.45397,1,Escaped machine detection,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,6,3.84286,1,Escaped machine detection,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,2,8.56508,1,Escaped machine detection,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,8.73175,1,Escaped machine detection,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,8.89841,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,8.95397,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,9.06508,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,9.84286,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,9.89841,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,9.95397,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,10.1206,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,10.1762,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,10.6206,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,10.6762,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,10.7317,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,10.8429,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,11.1762,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,11.1762,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,11.2873,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,11.3429,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,11.6762,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,11.7873,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,11.954,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,12.1762,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,12.6206,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,12.7317,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,12.7873,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,12.954,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,13.0651,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,13.2873,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,13.3429,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,14.1762,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,14.1762,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,14.454,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,14.7873,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,14.7873,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,15.2873,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,15.7317,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,16.1206,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,4,16.2317,1,Entered multi-worm cluster,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,16.6762,0,,Observed Multiple Worm,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,14.3984,0,,Induced Multiple Worm,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,7.62064,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,9.39841,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,10.2873,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,10.3984,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,10.6762,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,11.3984,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,12.5095,0,,,Lifespan Machine
ruby,2010_11_23_ten_n2,ruby_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,4,1,13.0651,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,3,2.50814,1,Escaped machine detection,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,2.6748,1,Escaped machine detection,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,3,2.78591,1,Escaped machine detection,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,7.39703,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,8.39703,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,8.95258,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,9.06369,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,9.1748,1,Escaped machine detection,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,9.23036,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,9.23036,1,Escaped machine detection,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,9.50814,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,9.61925,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,9.73036,1,Escaped machine detection,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,9.78591,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,9.95258,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,9.89703,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,10.1192,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,10.3415,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,10.397,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,10.397,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,10.4526,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,10.5081,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,10.6748,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,10.7304,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,11.1748,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,11.2859,0,,Observed Multiple Worm,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,10.397,0,,Induced Multiple Worm,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,11.397,0,,Observed Multiple Worm,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,10.2304,0,,Induced Multiple Worm,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,11.4526,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,11.6192,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,11.7304,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,11.897,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,12.1748,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,12.2859,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,12.2859,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,12.2859,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,12.3415,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,12.6192,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,12.6679,0,,Observed Multiple Worm,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,11.1679,0,,Induced Multiple Worm,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,12.6748,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,12.6748,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,12.7859,0,,Observed Multiple Worm,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,12.0081,0,,Induced Multiple Worm,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,12.7859,0,,Observed Multiple Worm,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,11.3415,0,,Induced Multiple Worm,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,12.9526,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,12.9526,0,,Observed Multiple Worm,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,11.1817,0,,Induced Multiple Worm,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,13.2304,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,13.2304,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,13.3415,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,13.5081,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,13.5637,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,13.8415,1,Escaped machine detection,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,13.897,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,14.2859,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,14.6748,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::0,d::0,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,15.1192,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,2.6748,1,Escaped machine detection,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,2.78591,1,Escaped machine detection,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,1,2,2.95258,1,Escaped machine detection,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,3.11925,1,Escaped machine detection,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,1,3,3.1748,1,Escaped machine detection,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,6.1748,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,8.73036,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,8.73036,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,8.84147,0,,Observed Multiple Worm,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,7.18175,0,,Induced Multiple Worm,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,9.45258,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,9.56369,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,9.61925,0,,Observed Multiple Worm,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,9.12619,0,,Induced Multiple Worm,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,9.78591,0,,,Lifespan Machine
opal,2010_11_23_ten_n2,opal_d::1,d::1,N2,CGC Wildtype,25C,25C,OP50,five,L,1,1,9.78591,0,,Observed Multiple Worm,Lifespan Machine
